,name,titles,gross_max,gross_min,gross_mean,rating_max,rating_min,rating_mean
1892,Hugh Welchman,"The Peasants, Loving Vincent",42187665.0,7982503.0,25085084.0,82.0,78.0,80.0
1893,Chad Ferrin,Pig Killer,,,,38.0,38.0,38.0
1894,Tina Gordon,Praise This,,,,59.0,59.0,59.0
1895,Morten Tyldum,"Headhunters, The Imitation Game, Passengers",303144152.0,19387088.0,185362316.0,80.0,70.0,75.0
1896,Peter Facinelli,On Fire,219285.0,219285.0,219285.0,70.0,70.0,70.0
1897,Abe Levitow,The Phantom Tollbooth,,,,67.0,67.0,67.0
1898,Måns Mårlind,Underworld: Awakening,160112671.0,160112671.0,160112671.0,63.0,63.0,63.0
1899,Lokesh Kanagaraj,"Leo, Vikram, Kaithi, Master",29837637.0,522938.0,16507810.25,85.0,74.0,79.25
1900,Tom Tykwer,"Perfume: The Story of a Murderer, Cloud Atlas, Run Lola Run, The International",135039924.0,7267585.0,83269444.0,77.0,65.0,72.75
1901,Buddy Cooper,The Mutilator,,,,52.0,52.0,52.0
1902,Josh Boone,"The Fault in Our Stars, Stuck in Love., The New Mutants",307166834.0,977671.0,119104699.66666667,77.0,53.0,67.33333333333333
1903,Daniel Sackheim,The Glass House,23619609.0,23619609.0,23619609.0,58.0,58.0,58.0
1904,Mel Damski,Mischief,8692426.0,8692426.0,8692426.0,65.0,65.0,65.0
1905,Kornél Mundruczó,Pieces of a Woman,,,,70.0,70.0,70.0
1906,Paul Gross,Hyena Road,87768.0,87768.0,87768.0,65.0,65.0,65.0
1907,Sophie Compton,Another Body,23688.0,23688.0,23688.0,68.0,68.0,68.0
1908,Richard Donner,"Superman, Lethal Weapon 2, Lethal Weapon, The Omen, Maverick, Scrooged, Superman II, The Goonies, Ladyhawke, Lethal Weapon 3, Timeline, Conspiracy Theory, Lethal Weapon 4, Assassins, Radio Flyer, The Toy, 16 Blocks",321731527.0,4651977.0,128704255.58823529,77.0,56.0,68.41176470588235
1909,Phil Tippett,Mad God,325042.0,325042.0,325042.0,68.0,68.0,68.0
1910,Thom Zimny,Sly,,,,70.0,70.0,70.0
1911,Park Jin-Pyo,Brave Citizen,1940066.0,1940066.0,1940066.0,68.0,68.0,68.0
1912,Andrew Marton,The Longest Day,,,,77.0,77.0,77.0
1913,Gino Nichele,Diary of a Wimpy Kid,,,,51.0,51.0,51.0
1914,Jesse Moss,The Mission,69830.0,69830.0,69830.0,70.0,70.0,70.0
1915,Daniel Minahan,On Swift Horses,,,,,,
1916,Alejandro G. Iñárritu,"Birdman or (The Unexpected Virtue of Ignorance), Babel, Amores Perros, 21 Grams, The Revenant, Bardo: False Chronicle of a Handful of Truths, Biutiful",532950503.0,38190.0,125436728.28571428,81.0,67.0,75.71428571428571
1917,Richard Franklin,Psycho II,34725000.0,34725000.0,34725000.0,66.0,66.0,66.0
1918,Todd Strauss-Schulson,"The Final Girls, A Very Harold & Kumar Christmas, Isn't It Romantic",48791187.0,36192775.0,42491981.0,65.0,59.0,62.0
1919,Jacob Estes,Don't Let Go,5288011.0,5288011.0,5288011.0,64.0,64.0,64.0
1920,Rachel Lambert,Sometimes I Think About Dying,,,,69.0,69.0,69.0
1921,Jack Clayton,"The Great Gatsby, Something Wicked This Way Comes, The Innocents",20563273.0,30103.0,9664458.666666666,78.0,64.0,69.66666666666667
1922,Lori Evans Taylor,Bed Rest,1593722.0,1593722.0,1593722.0,51.0,51.0,51.0
1923,Martin Guigui,"The Unhealer, Sweetwater",541633.0,4489.0,273061.0,60.0,56.0,58.0
1924,Robert Schwartzman,The Good Half,,,,77.0,77.0,77.0
1925,Tarik Saleh,"The Contractor, Cairo Conspiracy",4867484.0,2122288.0,3494886.0,70.0,58.0,64.0
1926,Seung-wan Ryu,"The Battleship Island, Smugglers",46183383.0,36825379.0,41504381.0,71.0,64.0,67.5
1927,Tony Dean Smith,Mercy,,,,47.0,47.0,47.0
1928,Jim Field Smith,"She's Out of My League, Butter",49779728.0,175706.0,24977717.0,64.0,62.0,63.0
1929,Christopher Broughton,COVID,,,,,,
1930,Kôji Morimoto,Memories,,,,75.0,75.0,75.0
1931,Brent McCorkle,Jesus Revolution,54236400.0,54236400.0,54236400.0,71.0,71.0,71.0
1932,James Wong,"Final Destination, Dragonball Evolution, Final Destination 3, The One",118890272.0,55720772.0,91780379.0,67.0,25.0,52.25
1933,Alex Cox,"Repo Man, Sid and Nancy",2850707.0,129000.0,1489853.5,70.0,69.0,69.5
1934,Ralph Bakshi,"Fire and Ice, Cool World, Fritz the Cat, Wizards, Coonskin, Cannonball Run II, Heavy Traffic",28078073.0,760883.0,14316515.0,65.0,48.0,59.57142857142857
1935,Stephen Norrington,"Blade, The League of Extraordinary Gentlemen",179265204.0,131211377.0,155238290.5,71.0,58.0,64.5
1936,Paul Schrader,"Master Gardener, Hardcore, The Card Counter, Cat People, American Gigolo, First Reformed, The Canyons, Mishima: A Life in Four Chapters",22743674.0,270185.0,5848798.857142857,79.0,38.0,63.375
1937,Simon Steuri,How I Learned to Fly,,,,96.0,96.0,96.0
1938,Charles Herman-Wurmfeld,"Legally Blonde 2: Red, White & Blonde",124914842.0,124914842.0,124914842.0,48.0,48.0,48.0
1939,Terrence Malick,"The Thin Red Line, The Tree of Life, Badlands, The New World, Knight of Cups, A Hidden Life, Days of Heaven, Song to Song, The Way of the Wind",98126565.0,54396.0,27107847.5,78.0,56.0,69.0
1940,Michael Davis,"Shoot 'Em Up, 100 Girls",27122238.0,132555.0,13627396.5,66.0,58.0,62.0
1941,Jake Johnson,Self Reliance,,,,72.0,72.0,72.0
1942,Francis Ford Coppola,"The Godfather, Megalopolis, Tucker: The Man and His Dream, The Conversation, The Godfather Part II, The Rainmaker, Peggy Sue Got Married, Apocalypse Now, Jack, The Outsiders, Rumble Fish, Bram Stoker's Dracula, Supernova, The Terror, The Cotton Club, The Godfather Part III",250341816.0,2494480.0,71090898.28571428,92.0,48.0,70.73333333333333
1943,Iain Morris,The Inbetweeners 2,63852235.0,63852235.0,63852235.0,64.0,64.0,64.0
1944,Riley Stearns,"The Art of Self-Defense, Dual",2414269.0,425909.0,1420089.0,66.0,58.0,62.0
1945,Dawn Porter,The Lady Bird Diaries,,,,69.0,69.0,69.0
1946,Shainee Gabel,A Love Song for Bobby Long,2039526.0,2039526.0,2039526.0,71.0,71.0,71.0
1947,Brian Kirk,21 Bridges,49939757.0,49939757.0,49939757.0,66.0,66.0,66.0
1948,Le-Van Kiet,The Princess,41844.0,41844.0,41844.0,57.0,57.0,57.0
1949,Oh-Seung Kwon,Midnight,47036.0,47036.0,47036.0,64.0,64.0,64.0
1950,Atlee,Jawan,28499044.0,28499044.0,28499044.0,71.0,71.0,71.0
1951,Andrés Baiz,The Hidden Face,6318409.0,6318409.0,6318409.0,73.0,73.0,73.0
1952,Wayne Roberts,The Professor,3645308.0,3645308.0,3645308.0,67.0,67.0,67.0
1953,Bart Layton,American Animals,4080073.0,4080073.0,4080073.0,70.0,70.0,70.0
1954,Douglas Sirk,Imitation of Life,365.0,365.0,365.0,78.0,78.0,78.0
1955,Majid Majidi,Children of Heaven,933933.0,933933.0,933933.0,82.0,82.0,82.0
1956,Angel Manuel Soto,"Blue Beetle, Charm City Kings",129288072.0,129288072.0,129288072.0,66.0,60.0,63.0
1957,David Miller,"Midnight Lace, The Opposite Sex",,,,67.0,61.0,64.0
1958,David Sandberg,Kung Fury 2,,,,,,
1959,Jack Arnold,Creature from the Black Lagoon,275.0,275.0,275.0,69.0,69.0,69.0
1960,Andrzej Zulawski,"Possession, On the Silver Globe",1158473.0,1158473.0,1158473.0,73.0,72.0,72.5
1961,Michael Lehmann,"Heathers, 40 Days and 40 Nights, Airheads, Hudson Hawk, Because I Said So",95146283.0,1163969.0,37753140.8,72.0,56.0,60.6
1962,Joachim Trier,"The Worst Person in the World, Thelma, Oslo, August 31st",12687507.0,1463727.0,5210966.333333333,77.0,70.0,74.33333333333333
1963,Lana Wachowski,"The Matrix Reloaded, Cloud Atlas, The Matrix, Bound, The Matrix Revolutions, Jupiter Ascending, Speed Racer, The Matrix Resurrections",741847937.0,3802260.0,275781746.0,87.0,53.0,68.0
1964,Nabeel Qureshi,Teri Meri Kahaniyaan,53957.0,53957.0,53957.0,70.0,70.0,70.0
1965,Elliott Lester,"Blitz, Aftermath",11895069.0,840809.0,6367939.0,61.0,57.0,59.0
1966,Paco Cabezas,Mr. Right,607595.0,607595.0,607595.0,63.0,63.0,63.0
1967,Tom Hooper,"Cats, The King's Speech, The Danish Girl, Les Misérables",484068861.0,64191523.0,266529654.5,80.0,28.0,63.5
1968,Stuart Rosenberg,"Cool Hand Luke, The Amityville Horror, Brubaker",86432000.0,67.0,41184591.666666664,81.0,62.0,71.33333333333333
1969,Lisa Azuelos,LOL,10578643.0,10578643.0,10578643.0,44.0,44.0,44.0
1970,Julien Maury,"Inside, Leatherface, The Deep House",1899068.0,792184.0,1389365.0,67.0,50.0,56.666666666666664
1971,Jesse Dylan,"American Wedding, Kicking & Screaming, How High",232722935.0,31283740.0,106692369.33333333,63.0,56.0,60.333333333333336
1972,Zal Batmanglij,"The East, Sound of My Voice",2891812.0,424088.0,1657950.0,68.0,66.0,67.0
1973,Michael Lembeck,"The Santa Clause 2, Tooth Fairy",172855065.0,112462508.0,142658786.5,57.0,50.0,53.5
1974,Carlo Mirabella-Davis,Swallow,274674.0,274674.0,274674.0,65.0,65.0,65.0
1975,Jay Sandrich,Seems Like Old Times,43995918.0,43995918.0,43995918.0,67.0,67.0,67.0
1976,Robert Towne,"Personal Best, Tequila Sunrise",41292551.0,5672311.0,23482431.0,63.0,60.0,61.5
1977,James Yukich,Double Dragon,2341309.0,2341309.0,2341309.0,39.0,39.0,39.0
1978,Michael Herz,The Toxic Avenger,,,,62.0,62.0,62.0
1979,Charley Rogers,March of the Wooden Soldiers,,,,71.0,71.0,71.0
1980,Andy Armstrong,Squealer,,,,35.0,35.0,35.0
1981,Sherry Hormann,3096 Tage,6677474.0,6677474.0,6677474.0,65.0,65.0,65.0
1982,Bryan Woods,"65, Haunt",60730568.0,2243353.0,31486960.5,63.0,54.0,58.5
1983,John Irvin,"Hamburger Hill, Widows' Peak, Raw Deal, Ghost Story, Next of Kin",23371905.0,6243722.0,15121423.6,67.0,56.0,62.2
1984,Alister Grierson,Bloody Hell,72147.0,72147.0,72147.0,66.0,66.0,66.0
1985,Tim Trachte,Close to the Horizon,4476218.0,4476218.0,4476218.0,66.0,66.0,66.0
1986,David Gelb,The Lazarus Effect,38356892.0,38356892.0,38356892.0,52.0,52.0,52.0
1987,Kitao Sakurai,Bad Trip,,,,65.0,65.0,65.0
1988,Vanessa Caswill,Love at First Sight,,,,68.0,68.0,68.0
1989,James Nunn,"One Shot, Shark Bait",1824152.0,29439.0,926795.5,56.0,45.0,50.5
1990,David DeCoteau,"Beach Babes from Beyond, Nightmare Sisters, Sorority Babes in the Slimeball Bowl-O-Rama",,,,49.0,36.0,44.666666666666664
1991,Gary Rydstrom,Strange Magic,13603453.0,13603453.0,13603453.0,57.0,57.0,57.0
1992,Courtney Solomon,"Dungeons & Dragons, Getaway",33978694.0,11806432.0,22892563.0,44.0,36.0,40.0
1993,Robert Rodriguez,"Grindhouse, The Faculty, Spy Kids, Desperado, Planet Terror, Sin City: A Dame to Kill For, Hypnotic, Machete, Spy Kids 3: Game Over, Spy Kids: Armageddon, Spy Kids 2: Island of Lost Dreams, Four Rooms, Once Upon a Time in Mexico, We Can Be Heroes, Spy Kids 4: All the Time in the World, Machete Kills, The Adventures of Sharkboy and Lavagirl 3-D, Sin City, El Mariachi, From Dusk Till Dawn",197101678.0,2040920.0,62927331.11111111,80.0,35.0,59.4
1994,Alfonso Arau,"A Walk in the Clouds, Like Water for Chocolate",50008143.0,21744201.0,35876172.0,71.0,67.0,69.0
1995,Samuel Gonzalez Jr.,The Retaliators,9980.0,9980.0,9980.0,53.0,53.0,53.0
1996,John Carl Buechler,"Friday the 13th: The New Blood, Troll",19170001.0,5450815.0,12310408.0,52.0,46.0,49.0
1997,Damien Dante Wayans,Dance Flick,31439140.0,31439140.0,31439140.0,36.0,36.0,36.0
1998,Walter Murch,Return to Oz,11137801.0,11137801.0,11137801.0,67.0,67.0,67.0
1999,David Leland,"Virgin Territory, Crossing the Line",5410749.0,59227.0,2734988.0,57.0,47.0,52.0
2000,Jason Zada,The Forest,39712000.0,39712000.0,39712000.0,48.0,48.0,48.0
2001,Hector Barron,In the Forest,32529.0,32529.0,32529.0,37.0,37.0,37.0
2002,Amanda McBaine,The Mission,69830.0,69830.0,69830.0,70.0,70.0,70.0
2003,David Anspaugh,"Rudy, Hoosiers",28607524.0,22881563.0,25744543.5,75.0,74.0,74.5
2004,Robert Greenwald,Xanadu,22762571.0,22762571.0,22762571.0,53.0,53.0,53.0
2005,Jean-François Richet,"Plane, Blood Father, One Wild Moment",74515586.0,6045343.0,29154654.0,65.0,62.0,63.666666666666664
2006,Harold P. Warren,Manos: The Hands of Fate,,,,16.0,16.0,16.0
2007,Anand Gandhi,Tumbbad,1691980.0,1691980.0,1691980.0,82.0,82.0,82.0
2008,Victoria Mahoney,The Old Guard 2,,,,,,
2009,Laura McGann,The Deepest Breath,,,,77.0,77.0,77.0
2010,Tom DeNucci,"The Collective, Johnny & Clyde",4639.0,4639.0,4639.0,33.0,31.0,32.0
2011,Daniel Goldhaber,"How to Blow Up a Pipeline, Cam",1046811.0,1046811.0,1046811.0,70.0,59.0,64.5
2012,John Maybury,"The Jacket, The Edge of Love",21733230.0,4297711.0,13015470.5,71.0,61.0,66.0
2013,Steven Shainberg,Secretary,9304609.0,9304609.0,9304609.0,69.0,69.0,69.0
2014,Mélanie Laurent,"Wingwomen, The Nightingale, Galveston",225795.0,225795.0,225795.0,62.0,56.0,59.0
2015,Alexandra-Therese Keining,Kiss Me,396596.0,396596.0,396596.0,68.0,68.0,68.0
2016,Emilio Estevez,"The Way, Men at Work",16247964.0,13916152.0,15082058.0,73.0,59.0,66.0
2017,Sharmeen Obaid-Chinoy,Star Wars: Episode X - A New Beginning,,,,,,
2018,Richard Curtis,"Love Actually, The Boat That Rocked, About Time",248065238.0,36348784.0,123838157.0,78.0,73.0,75.66666666666667
2019,Norman Ferguson,"Pinocchio, Dumbo",121892045.0,3731.0,60947888.0,75.0,72.0,73.5
2020,Jamie Linden,10 Years,285984.0,285984.0,285984.0,61.0,61.0,61.0
2021,Alessio Dogana,Il migliore dei mondi,,,,63.0,63.0,63.0
2022,Ike Barinholtz,The Oath,403852.0,403852.0,403852.0,56.0,56.0,56.0
2023,Cy Endfield,"Zulu, Mysterious Island",,,,77.0,67.0,72.0
2024,Kim Henkel,Texas Chainsaw Massacre: The Next Generation,185898.0,185898.0,185898.0,33.0,33.0,33.0
2025,Ciro Guerra,Waiting for the Barbarians,764815.0,764815.0,764815.0,59.0,59.0,59.0
2026,Ivan Sen,Limbo,217718.0,217718.0,217718.0,61.0,61.0,61.0
2027,Chris Renaud,"Despicable Me, The Lorax, Despicable Me 4, The Secret Life of Pets, Despicable Me 2, The Secret Life of Pets 2",970766005.0,349183316.0,637698875.8,76.0,64.0,68.4
2028,Chuck Konzelman,Nefarious,5492320.0,5492320.0,5492320.0,64.0,64.0,64.0
2029,John Singleton,"Boyz n the Hood, 2 Fast 2 Furious, Four Brothers, Baby Boy, Shaft, Higher Learning, Abduction, Poetic Justice",236350661.0,27515786.0,83894480.375,78.0,51.0,63.25
2030,Joseph Kahn,Detention,,,,56.0,56.0,56.0
2031,Michael Noer,Papillon,10060903.0,10060903.0,10060903.0,72.0,72.0,72.0
2032,Pedro Almodóvar,"The Skin I Live In, Tie Me Up! Tie Me Down!, Pain and Glory, Talk to Her, Volver, Parallel Mothers, All About My Mother, Women on the Verge of a Nervous Breakdown, Live Flesh",85600653.0,1785901.0,36192068.55555555,79.0,70.0,74.77777777777777
2033,Boris Kunz,Paradise,,,,63.0,63.0,63.0
2034,Alan Ball,Uncle Frank,,,,73.0,73.0,73.0
2035,Michel Hazanavicius,"Final Cut, The Artist",133471171.0,2078101.0,67774636.0,79.0,64.0,71.5
2036,Robin Pront,The Silencing,170653.0,170653.0,170653.0,62.0,62.0,62.0
2037,Stefan Ruzowitzky,Deadfall,1946254.0,1946254.0,1946254.0,62.0,62.0,62.0
2038,Howard Hawks,"Rio Bravo, El Dorado, Hatari!, The Big Sleep, Rio Lobo, Gentlemen Prefer Blondes, Red River, The Thing from Another World, Bringing Up Baby, His Girl Friday, Scarface, To Have and Have Not",1308000.0,1547.0,178692.125,80.0,67.0,75.25
2039,Catherine Breillat,"Romance, Last Summer, Anatomy of Hell, Fat Girl, Brief Crossing, A Real Young Girl",1585642.0,17245.0,716866.2,68.0,44.0,58.0
2040,Willard Huyck,"Howard the Duck, Messiah of Evil",37962774.0,37962774.0,37962774.0,64.0,47.0,55.5
2041,Volker Schlöndorff,"The Handmaid's Tale, The Tin Drum, Palmetto",5878911.0,6881.0,3615392.3333333335,75.0,60.0,65.33333333333333
2042,Karen Leigh Hopkins,Miss Meadows,,,,58.0,58.0,58.0
2043,Irving Rapper,"Now, Voyager",10390.0,10390.0,10390.0,79.0,79.0,79.0
2044,Erik White,The Plus One,,,,37.0,37.0,37.0
2045,Melville Shavelson,"Yours, Mine and Ours, Cast a Giant Shadow",,,,71.0,63.0,67.0
2046,Bruce A. Evans,Mr. Brooks,48443734.0,48443734.0,48443734.0,73.0,73.0,73.0
2047,Vince Marcello,The Kissing Booth,,,,59.0,59.0,59.0
2048,Greg Beeman,License to Drive,22433275.0,22433275.0,22433275.0,63.0,63.0,63.0
2049,Santino Campanelli,Bully,,,,57.0,57.0,57.0
2050,Steve Jamison,Next Goal Wins,43089.0,43089.0,43089.0,78.0,78.0,78.0
2051,Glen Keane,Over the Moon,,,,63.0,63.0,63.0
2052,Adriana Trigiani,Then Came You,,,,60.0,60.0,60.0
2053,Jesper Ganslandt,Beast of Burden,52976.0,52976.0,52976.0,36.0,36.0,36.0
2054,Guy Ritchie,"The Man from U.N.C.L.E., Lock, Stock and Two Smoking Barrels, Wrath of Man, King Arthur: Legend of the Sword, The Covenant, Sherlock Holmes, The Ministry of Ungentlemanly Warfare, The Gentlemen, RocknRolla, Sherlock Holmes: A Game of Shadows, Revolver, Operation Fortune: Ruse de Guerre, Snatch, Untitled Guy Ritchie's Action Movie, Swept Away, Aladdin, Aladdin 2",1054304000.0,1036520.0,199469595.7857143,82.0,36.0,69.92857142857143
2055,John Halas,Heavy Metal,546545.0,546545.0,546545.0,66.0,66.0,66.0
2056,Mod Sun,Good Mourning,21348.0,21348.0,21348.0,31.0,31.0,31.0
2057,Norman Jewison,"Moonstruck, Fiddler on the Roof, In the Heat of the Night, Only You, The Hurricane, The Russians Are Coming the Russians Are Coming, Rollerball, Jesus Christ Superstar, The Thomas Crown Affair, And Justice for All, F.I.S.T.",80642217.0,27669.0,26548699.444444444,80.0,64.0,71.45454545454545
2058,Michel Gondry,"The Green Hornet, Eternal Sunshine of the Spotless Mind, Be Kind Rewind",227817248.0,30579406.0,110811123.0,83.0,58.0,68.33333333333333
2059,Mark Tonderai,House at the End of the Street,44287131.0,44287131.0,44287131.0,55.0,55.0,55.0
2060,Eshom Nelms,Fatman,1651413.0,1651413.0,1651413.0,59.0,59.0,59.0
2061,Betty Thomas,"John Tucker Must Die, The Brady Bunch Movie, 28 Days, Doctor Dolittle, Alvin and the Chipmunks: The Squeakquel, Private Parts",443140005.0,41230799.0,159407877.5,69.0,45.0,58.0
2062,David P. Smith,Trolls World Tour,49276818.0,49276818.0,49276818.0,61.0,61.0,61.0
2063,Dinesh D'Souza,Police State,,,,58.0,58.0,58.0
2064,Devin Sanchez,Animal Crossing Christmas Festival: The Movie!,,,,,,
2065,Jean-Jacques Beineix,Betty Blue,2016851.0,2016851.0,2016851.0,73.0,73.0,73.0
2066,Marcel Sarmiento,Deadgirl,,,,55.0,55.0,55.0
2067,Blair Moore,Kane,,,,48.0,48.0,48.0
2068,David Peers,Happy Feet Two,159197038.0,159197038.0,159197038.0,58.0,58.0,58.0
2069,Agnieszka Holland,"The Secret Garden, Mr. Jones, Total Eclipse",31181347.0,340139.0,11458934.0,73.0,65.0,69.0
2070,Anders Thomas Jensen,"Riders of Justice, Adam's Apples, Men & Chicken",4765472.0,2000861.0,3062636.6666666665,77.0,67.0,73.0
2071,Marco Ferreri,The Big Feast,,,,71.0,71.0,71.0
2072,Shamim Sarif,I Can't Think Straight,40945.0,40945.0,40945.0,65.0,65.0,65.0
2073,Graham Phillips,Rumble Through the Dark,,,,58.0,58.0,58.0
2074,Brian Peter Falk,Against the Sun,4698.0,4698.0,4698.0,65.0,65.0,65.0
2075,Terence Davies,"Benediction, The Deep Blue Sea",3143514.0,847418.0,1995466.0,67.0,62.0,64.5
2076,Robert Kolodny,The Featherweight,,,,71.0,71.0,71.0
2077,Christopher Renz,Antebellum,7792716.0,7792716.0,7792716.0,58.0,58.0,58.0
2078,Johannes Persson,Feed,76475.0,76475.0,76475.0,50.0,50.0,50.0
2079,Charles Martin Smith,"Air Bud, A Dog's Way Home, Trick or Treat",80708134.0,6797218.0,36883283.666666664,67.0,53.0,59.333333333333336
2080,William Shatner,Star Trek V: The Final Frontier,52210049.0,52210049.0,52210049.0,55.0,55.0,55.0
2081,Olivier Megaton,"Colombiana, Taken 3, Transporter 3, Taken 2, The Last Days of American Crime",376152455.0,71508440.0,220779896.25,64.0,38.0,57.0
2082,Dennis Iliadis,The Last House on the Left,45995223.0,45995223.0,45995223.0,65.0,65.0,65.0
2083,Jonathan Teplitzky,The Railway Man,24174885.0,24174885.0,24174885.0,71.0,71.0,71.0
2084,Ritwik Ghatak,The Cloud-Capped Star,,,,78.0,78.0,78.0
2085,Lee Unkrich,"Monsters, Inc., Toy Story 3, Toy Story 2, Coco, Finding Nemo",1067316101.0,497375381.0,780074846.8,84.0,79.0,81.8
2086,Christopher Miller,"21 Jump Street, The Lego Movie, Cloudy with a Chance of Meatballs, 22 Jump Street, Project Hail Mary",468266122.0,201585328.0,311047863.0,77.0,69.0,72.0
2087,Charles Kinnane,Home Team,,,,60.0,60.0,60.0
2088,Bob Logan,The Lego Ninjago Movie,123764177.0,123764177.0,123764177.0,60.0,60.0,60.0
2089,Brie Larson,Unicorn Store,,,,56.0,56.0,56.0
2090,Matt Reeves,"The Batman, The Batman Part II, Cloverfield, Dawn of the Planet of the Apes, War for the Planet of the Apes, Let Me In",772245583.0,27093592.0,434619536.8,78.0,70.0,73.8
2091,Daniel Petrie,"Six Pack, Toy Soldiers, Lifeguard, Christmas at Rosemont",20225989.0,5424178.0,13574703.0,66.0,60.0,64.5
2092,Walter Hochbrueckner,The Paradise Motel,,,,38.0,38.0,38.0
2093,Afonso Poyart,Solace,22354572.0,22354572.0,22354572.0,64.0,64.0,64.0
2094,Brandon Trost,An American Pickle,499649.0,499649.0,499649.0,57.0,57.0,57.0
2095,Samuel Bodin,Cobweb,8052602.0,8052602.0,8052602.0,60.0,60.0,60.0
2096,Tamra Davis,"Billy Madison, Crossroads, Half Baked",61733108.0,17460020.0,35227287.333333336,66.0,36.0,55.0
2097,Simon McQuoid,"Mortal Kombat 2, Mortal Kombat",84426031.0,84426031.0,84426031.0,60.0,60.0,60.0
2098,Christopher McQuarrie,"Mission: Impossible - Dead Reckoning Part One, Mission: Impossible - Rogue Nation, Mission: Impossible - Dead Reckoning Part Two, Mission: Impossible - Fallout, Jack Reacher, The Way of the Gun",791657398.0,13200972.0,454690196.8,78.0,66.0,73.0
2099,Ron Clements,"Hercules, Aladdin, The Little Mermaid, The Princess and the Frog, Treasure Planet, Moana, The Great Mouse Detective",687228908.0,38625550.0,295863912.14285713,80.0,71.0,74.14285714285714
2100,Peter R. Hunt,On Her Majesty's Secret Service,22787885.0,22787885.0,22787885.0,67.0,67.0,67.0
2101,Amy Redford,What Comes Around,5935.0,5935.0,5935.0,52.0,52.0,52.0
2102,Lou Jeunet,Curiosa,114949.0,114949.0,114949.0,54.0,54.0,54.0
2103,Michael Chapman,"All the Right Moves, The Clan of the Cave Bear",17233166.0,1953732.0,9593449.0,60.0,54.0,57.0
2104,Peter Howitt,"Johnny English, Sliding Doors, Laws of Attraction",160466000.0,11841544.0,67446472.66666667,67.0,58.0,62.333333333333336
2105,Sam Levinson,Assassination Nation,2584988.0,2584988.0,2584988.0,60.0,60.0,60.0
2106,Beth Hanna,You're Killing Me,,,,50.0,50.0,50.0
2107,Boris Sagal,The Omega Man,,,,64.0,64.0,64.0
2108,Jack Donohue,Babes in Toyland,,,,61.0,61.0,61.0
2109,Robert Aldrich,"The Dirty Dozen, The Longest Yard, The Last Sunset, What Ever Happened to Baby Jane?, Kiss Me Deadly, The Flight of the Phoenix",43008075.0,952000.0,21980037.5,80.0,67.0,74.16666666666667
2110,Martha Coolidge,"Real Genius, Valley Girl, The Prince and Me",37666766.0,12952019.0,22654309.666666668,69.0,58.0,63.666666666666664
2111,Lara Gallagher,Clementine,,,,51.0,51.0,51.0
2112,Colin Chilvers,Moonwalker,,,,61.0,61.0,61.0
2113,Carlos Santos,Señora Influencer,1338645.0,1338645.0,1338645.0,73.0,73.0,73.0
2114,Adewale Akinnuoye-Agbaje,Farming,89374.0,89374.0,89374.0,62.0,62.0,62.0
2115,Bill Milling,Caged Fury,,,,39.0,39.0,39.0
2116,Harry Wootliff,Only You,98669.0,98669.0,98669.0,67.0,67.0,67.0
2117,Charlie Stratton,In Secret,652228.0,652228.0,652228.0,61.0,61.0,61.0
2118,Darren Aronofsky,"The Whale, The Fountain, Noah, The Wrestler, Requiem for a Dream, Mother!, Pi, Postcard from Earth, Black Swan",359200044.0,3221152.0,107476569.75,83.0,58.0,74.33333333333333
2119,Marc Caro,"Delicatessen, The City of Lost Children",1803257.0,1781750.0,1792503.5,75.0,75.0,75.0
2120,Catherine Hardwicke,"Thirteen, Mafia Mamma, Twilight, Lords of Dogtown, The Nativity Story, Red Riding Hood, Miss Bala, Prisoner's Daughter",408430415.0,12420.0,73772572.625,71.0,53.0,61.125
2121,Stephen Merchant,Fighting with My Family,41503392.0,41503392.0,41503392.0,71.0,71.0,71.0
2122,Greg Keith,Vikings: Blood Lust,,,,29.0,29.0,29.0
2123,Sam Raimi,"Spider-Man 3, Spider-Man 2, The Gift, The Evil Dead, Drag Me to Hell, Army of Darkness, Oz the Great and Powerful, Spider-Man, Evil Dead II, Doctor Strange in the Multiverse of Madness, For Love of the Game, Darkman, A Simple Plan, The Quick and the Dead",955775804.0,2895379.0,303125172.85714287,77.0,63.0,69.42857142857143
2124,Robin Lough,Skylight,792937.0,792937.0,792937.0,84.0,84.0,84.0
2125,Aaron Schneider,Greyhound,,,,70.0,70.0,70.0
2126,Agnieszka Smoczynska,The Lure,108846.0,108846.0,108846.0,63.0,63.0,63.0
2127,Josh Radnor,Liberal Arts,1150681.0,1150681.0,1150681.0,67.0,67.0,67.0
2128,Josh Greenbaum,"Strays, Barb and Star Go to Vista Del Mar",35948970.0,32825.0,17990897.5,63.0,63.0,63.0
2129,Stephen Chiodo,Killer Klowns from Outer Space,352.0,352.0,352.0,62.0,62.0,62.0
2130,Philip Barantini,"Boiling Point, Accused",1426916.0,107461.0,767188.5,75.0,64.0,69.5
2131,Pascal Laugier,"Martyrs, Incident in a Ghostland",5620406.0,1149138.0,3384772.0,70.0,64.0,67.0
2132,Boyd Kirkland,Batman: Mask of the Phantasm,5848204.0,5848204.0,5848204.0,78.0,78.0,78.0
2133,Bradley King,Time Lapse,19572.0,19572.0,19572.0,65.0,65.0,65.0
2134,Molly McGlynn,Fitting In,,,,75.0,75.0,75.0
2135,Danis Tanovic,The Postcard Killings,181415.0,181415.0,181415.0,57.0,57.0,57.0
